num,name,sex,clas,prof,colle,tel,wechat,year,dorm
37691527,俊陈菁,女,13,影视艺术技术,李政道学院,52807461376,uuljn,2012,8a6
37737959,薇王苗,男,14,信息显示与光电技术,挖掘机研究所,85365157098,kbdis,2018,446
37745368,米皮清,女,4,软件工程,新东方培训学校,98031739489,bmdka,2012,9ac
37918008,和青琦,男,11,影视艺术技术,李政道学院,36991629406,epwan,2002,939
37944561,红水蓉,男,8,自动化,杨振宁理学院,28387038010,tcjeo,2004,7cc
37954355,芝新珍,女,12,自动化,杨振宁理学院,30705143129,xnsin,2000,671
38191004,光柏俊,女,9,影视艺术技术,新东方厨师学校,62254199659,xuodo,2000,51b
38528897,臧琴海,男,12,生物医学工程,挖掘机研究所,35857950132,jcylk,2017,116
38529402,张叶元,男,14,地理信息科学与技术,李政道学院,12452114289,qfnkn,2004,b33
38795163,蓓彩周,男,5,信息显示与光电技术,中国科学院,21999527509,tvaat,2011,471
38829236,东辉菲,男,9,资源环境与城乡规划管理,新东方培训学校,49299194236,anqbl,2000,648
38838217,云秋璐,男,3,电子信息工程,中国科学院,62678420966,zqppi,2003,656
38985551,莎蓉妍,女,9,信息工程,中国科学院,63845126069,vnstb,2017,b2b
39019182,曹王清,男,15,电气工程与自动化,李政道学院,91936288948,rbqji,2010,339
39051402,春惠乐,男,12,信息工程,李政道学院,13920433179,dogbj,2008,13c
39074596,娴荷陈,男,2,集成电路设计与集成系统,中国科学院,84281629632,ugyop,2000,c65
39127815,岚水琴,男,11,集成电路设计与集成系统,篮翔智能研究院,94834267180,sgaec,2020,ac2
39183412,杰勇黛,男,7,地理信息科学与技术,中国科学院,33781618960,drmvd,2002,261
39211300,媛玉齐,男,11,地理信息系统,李政道学院,40636681069,zqajw,2010,551
39296572,云菲寒,女,11,地理信息科学与技术,李政道学院,86943038473,ntxww,2009,b55
39513492,怡秀莺,男,19,软件工程,新东方厨师学校,88598579231,vqwyg,2004,817
39525361,冯雁香,男,7,地理信息科学与技术,篮翔智能研究院,87880271938,tpdnw,2004,b99
39562091,何潘和,男,10,地理科学类地理科学,挖掘机研究所,99243952535,nzzdy,2012,873
39625266,余海燕,女,5,软件工程,篮翔智能研究院,72432548261,fefng,2014,915
39853427,和倩英,女,2,光电信息工程,新东方培训学校,18825750913,ndixd,2017,a26
39960191,唐方瑶,男,4,软件工程,新东方厨师学校,82248459789,bfbby,2007,2cb
39967646,枝勤皮,女,6,地理科学类地理科学,新东方培训学校,63324727277,eoqfi,2015,785
39990921,玉思影,女,13,集成电路设计与集成系统,新东方培训学校,93244299583,ibbeh,2010,34b
40021559,贺志王,男,18,电气工程与自动化,新东方培训学校,80406093332,dqako,2000,998
40425825,眉芳勇,男,14,信息显示与光电技术,挖掘机研究所,81409182164,plxhf,2012,b41
40473288,时东廉,女,10,软件工程,杨振宁理学院,20696543510,vhdgj,2017,a63
40521437,茜卜柏,女,3,天文学类天文学,杨振宁理学院,81161900326,bcfnx,2017,588
40711722,马荣魏,女,4,影视艺术技术,新东方培训学校,86397984277,urqum,2019,9ac
40807205,章廉仪,女,2,地理科学类地理科学,李政道学院,11753754114,tbhyw,2020,179
40908978,婷清许,男,5,光电信息工程,篮翔智能研究院,84972560777,fofzd,2006,653
40909943,成飞郑,男,9,地理信息科学与技术,新东方厨师学校,30120534043,qnhvc,2004,638
40917520,黄黛海,男,14,地理科学类地理科学,杨振宁理学院,69047828377,oisvj,2000,636
41060647,雅志刚,男,19,软件工程,杨振宁理学院,10750220967,rnlpv,2005,c86
41068586,姜廉郝,男,12,信息工程,新东方厨师学校,81521001904,vqdli,2010,48b
41077624,罗孟严,女,2,地理信息科学与技术,李政道学院,29469329012,zixgu,2000,9a3
41090586,明凤康,女,19,地理科学类地理科学,中国科学院,85297262661,tapjs,2008,487
41184861,军新东,女,15,资源环境与城乡规划管理,中国科学院,86451911298,uofrn,2013,bb3
41237248,雅钱仪,女,9,地理科学类地理科学,新东方培训学校,41034434995,orenv,2010,124
41329283,凡娣芝,女,19,电气工程与自动化,挖掘机研究所,76869855270,mndya,2004,1b1
41466666,瑶瑞可,女,9,地理信息系统,杨振宁理学院,75710606222,gjtci,2005,c75
41467034,邬祁鲁,女,7,软件工程,篮翔智能研究院,76981453408,rdyoh,2008,538
41644471,马周洁,男,15,计算机科学与技术,新东方培训学校,60475055891,nhiql,2003,13a
41661227,罗岑许,女,13,光电信息工程,篮翔智能研究院,41055464896,emfxh,2003,292
41665814,思娜玉,女,15,光源与照明,李政道学院,47613624124,tsphk,2020,4c8
41735622,淑郎岩,女,10,影视艺术技术,挖掘机研究所,16834291492,lokfu,2014,231
41780315,瑾禹伟,女,4,资源环境与城乡规划管理,中国科学院,33013827872,ufqhr,2006,941
41808167,彭晓青,男,12,生物医学工程,新东方培训学校,15352910750,unjls,2010,9a7
41928572,殷郝永,男,1,信息显示与光电技术,新东方培训学校,30674494769,aninl,2016,aba
42033894,梅璧月,男,2,电子科学与技术,篮翔智能研究院,83367338871,wqlep,2004,577
42034007,武伊尤,男,1,自动化,李政道学院,11351022878,cinlo,2005,856
42111098,娟平才,男,12,自动化,中国科学院,10834939713,lbhun,2009,951
42183888,红爱雷,男,10,光源与照明,篮翔智能研究院,95433118657,chjil,2005,1cc
42310466,信毅娟,男,16,集成电路设计与集成系统,新东方厨师学校,41293927321,qvuyo,2016,49c
42500495,狄娣娥,男,18,信息工程,新东方培训学校,66046592792,sbrln,2020,95c
42694038,妹郑中,男,11,集成电路设计与集成系统,新东方厨师学校,41564342971,zxgwh,2013,989
42724412,义岩曹,女,7,信息工程,中国科学院,44300280624,vylrx,2009,577
42726962,寒怡兰,女,18,网络工程,杨振宁理学院,48065021548,lhimz,2001,268
42890177,琦清潘,女,8,电子信息工程,李政道学院,99786705325,ewajy,2014,58c
42951736,丹周月,男,19,计算机科学与技术,挖掘机研究所,68115722912,hduwa,2018,27b
43009926,史姣方,女,19,网络工程,中国科学院,89386124184,hghay,2014,c66
43029871,福飞曹,女,16,电子信息工程,杨振宁理学院,56726557591,uebal,2013,a64
43051053,窦凤郎,女,17,生物医学工程,杨振宁理学院,56926293525,lsfno,2016,c2c
43061775,仪薛月,女,13,自动化,挖掘机研究所,96216106051,zwzma,2018,464
43074388,秋涛媛,男,4,地球化学,新东方培训学校,15931081474,cedbl,2007,742
43195395,许费赵,男,1,地理信息系统,挖掘机研究所,53187716453,fzqip,2013,892
43288303,妹菁健,女,3,信息显示与光电技术,篮翔智能研究院,53236611590,lmosw,2003,a46
43544096,慧中顺,女,17,生物医学工程,杨振宁理学院,92852652735,uxzeb,2012,53a
43651692,丹冯欢,女,10,影视艺术技术,李政道学院,44527734136,voxsl,2017,acc
43921049,卫喻黄,女,14,计算机科学与技术,新东方厨师学校,50725653938,jeqlz,2005,643
44035032,瑞严义,女,12,地质学类地质学,挖掘机研究所,76778023632,lrsrp,2012,b25
44080545,狄凡可,男,13,信息工程,新东方培训学校,55179561274,ygaiu,2020,ac9
44093187,素赵俞,女,2,电气工程及其自动化,篮翔智能研究院,99008560379,dngwk,2013,ca8
44188980,唐吴魏,女,17,信息工程,新东方培训学校,55950824812,udrnw,2016,642
44252778,明丽娴,女,9,计算机科学与技术,挖掘机研究所,73984666856,leosr,2010,a13
44262562,蓓达莎,男,8,信息显示与光电技术,新东方培训学校,90555502822,yvtwf,2011,4a2
44392923,瑾卫苗,男,5,地球化学,新东方厨师学校,29745473236,gwqhk,2005,3a8
44503539,昌思筠,男,5,天文学类天文学,挖掘机研究所,28400417461,diknr,2018,b59
44631123,彭娟军,男,12,网络工程,杨振宁理学院,17957530164,bpzll,2004,85b
44808892,霄岑元,女,6,影视艺术技术,新东方培训学校,95863373906,anttl,2019,b11
44852921,彭晶毅,男,8,资源环境与城乡规划管理,挖掘机研究所,22850339289,qjwmy,2017,b13
44957541,明沈璐,女,10,电子信息工程,中国科学院,32991820939,jkxhn,2008,683
44962626,飞锦芳,男,19,电子信息工程,新东方厨师学校,18761998056,hoiud,2013,72a
44980832,茜荷姣,女,18,生物医学工程,新东方培训学校,89632380519,vheya,2005,2c5
44995034,曹霄明,女,10,通信工程,挖掘机研究所,63529169829,ytsof,2008,7a5
45141465,惠学薛,男,16,电子科学与技术,杨振宁理学院,28658063794,byfyo,2018,855
45215105,凤雪美,女,14,地球化学,挖掘机研究所,45368806939,ottvp,2009,9c2
45305393,姬美戚,女,17,电气工程及其自动化,新东方培训学校,16035776310,dnnld,2015,3a2
45359970,湛琦荣,女,10,光源与照明,李政道学院,62048985134,fzqin,2008,b1a
45488325,枝王翠,男,4,地理信息科学与技术,挖掘机研究所,71230560128,ozjfn,2007,127
45515009,琼伍安,男,12,天文学类天文学,挖掘机研究所,26897973340,exmce,2017,c75
45596770,晓祥韩,女,4,电子信息工程,李政道学院,70696460219,gmviu,2000,c69
45635379,萍倪姚,女,11,软件工程,篮翔智能研究院,70860633638,nnaar,2015,721
45638695,李李清,女,17,电气工程及其自动化,杨振宁理学院,69257955787,bioef,2008,418
45675773,信和学,男,19,自动化,中国科学院,49097733939,hethw,2012,9c3
45889623,贞瑞何,男,7,光电信息工程,新东方厨师学校,66965543843,ontwk,2004,476
46119201,荣苏可,女,6,软件工程,新东方培训学校,77024279808,uifns,2007,3c6
46209379,保秀娥,男,15,地理信息科学与技术,挖掘机研究所,60573228098,tujcu,2019,411
46315300,王娅颖,女,1,天文学类天文学,新东方厨师学校,43668427991,fzvjc,2012,ac6
46319340,波尹兰,男,10,自动化,新东方厨师学校,99339056412,knjuo,2003,a87
46347327,任爱生,女,17,光源与照明,李政道学院,41719620314,fltzr,2020,11a
46500406,桂余环,男,5,计算机科学与技术,篮翔智能研究院,53262797366,epxfy,2019,71c
46559397,秋才秀,女,7,信息工程,新东方厨师学校,41461794049,znrai,2010,922
46577954,瑾蕊佳,女,6,计算机科学与技术,李政道学院,99952446936,hhptb,2007,866
46676360,水彭涛,男,5,电气工程与自动化,李政道学院,81596833126,ntcmg,2001,75b
46680615,滢贺月,女,4,光源与照明,新东方培训学校,45365235143,kptfr,2000,a17
46710490,荣娣元,男,10,集成电路设计与集成系统,篮翔智能研究院,86217345318,lefpm,2000,142
46743123,信刚静,女,16,地质学类地质学,中国科学院,39677125433,fgoph,2008,b55
46864483,康兴时,女,16,通信工程,李政道学院,58066052624,bpdtt,2004,3c8
46891854,兰康华,男,14,光电信息工程,杨振宁理学院,92226167057,uukkt,2000,243
46922190,璧峰珊,女,12,光电信息工程,新东方培训学校,41147283179,gybgt,2014,5bc
46962298,滕岩枝,女,5,地质学类地质学,杨振宁理学院,99455456331,pqhww,2010,749
46993270,永峰薇,女,12,资源环境与城乡规划管理,李政道学院,28129065653,xlxxe,2003,37a
47329525,黄严娴,女,2,计算机科学与技术,杨振宁理学院,92205476225,fnquv,2016,b84
47464532,筠娜宜,女,18,电气工程及其自动化,新东方培训学校,83585591554,pjsxp,2013,6a8
47579058,仁安海,男,13,网络工程,李政道学院,36461820178,ftrri,2006,35c
47797553,莎亚琦,男,15,地质学类地质学,新东方培训学校,15150121038,dazuy,2010,6c8
47826436,荷天姜,女,14,光电信息工程,篮翔智能研究院,50243098421,frzau,2009,18c
47904611,义鲍枫,男,11,生物医学工程,新东方培训学校,76499048347,faxai,2014,853
48026507,玉卜珊,女,14,地质学类地质学,新东方培训学校,83252630782,jarwj,2011,31b
48115770,米时佳,男,16,电子科学与技术,新东方厨师学校,54637106006,dxniy,2009,864
48211807,娅娣妹,男,1,光源与照明,新东方厨师学校,53843691481,nmbof,2019,aa5
48313290,金云勇,男,1,电气工程及其自动化,新东方培训学校,59555288006,ypykg,2011,956
48372770,寒鲍顾,女,4,光源与照明,李政道学院,36411168503,hcvss,2003,8bb
48405235,鲍武清,女,17,光电信息工程,杨振宁理学院,22203447114,bsysl,2004,591
48446661,湛刚陈,男,5,电子信息工程,杨振宁理学院,55701101111,wdpiz,2009,a61
48510108,秀臧水,男,10,软件工程,新东方培训学校,38282702450,fetus,2004,bac
48557577,娣葛妹,男,14,集成电路设计与集成系统,中国科学院,52978346883,ydwcw,2011,7a5
48565071,苗任竹,男,8,地质学类地质学,李政道学院,88129662775,aapnt,2010,bc6
48601757,柔范谢,女,3,电气工程及其自动化,篮翔智能研究院,54747097490,bapsg,2005,638
48648730,纨莲余,女,11,通信工程,李政道学院,19501194629,ojhth,2014,572
48649890,郎卞瑾,女,11,电子信息工程,挖掘机研究所,40195060613,vsjgm,2016,592
48653295,施洁邵,男,18,地理科学类地理科学,新东方厨师学校,13283631972,ldcne,2018,981
48783071,瑶喻婷,女,11,光源与照明,中国科学院,25224847478,srgsb,2006,b7b
48835627,苏毛琼,男,10,影视艺术技术,李政道学院,43759161528,thddg,2013,794
48842633,新雁鲍,女,16,地理信息系统,新东方培训学校,96645577114,awanb,2001,aac
48978812,妍黛秋,女,12,生物医学工程,挖掘机研究所,29308142751,qvlgy,2011,453
49240007,毅菲瑾,女,11,地球化学,新东方培训学校,43322411005,dqinu,2006,116
49384463,秦尹汪,男,4,通信工程,杨振宁理学院,64164025664,oqavg,2004,aac
49564562,章婷顾,女,11,电子信息工程,挖掘机研究所,76477468978,wrmqw,2009,35b
49575541,璐金影,男,6,地理信息系统,中国科学院,52924795701,maglj,2001,c81
49651345,山喻秀,女,13,集成电路设计与集成系统,李政道学院,25060579695,yptlr,2001,169
49681201,秀余佳,女,16,电气工程与自动化,挖掘机研究所,35135036824,bqvuc,2020,a45
49801255,萧姣顺,男,14,地理信息系统,中国科学院,85984036722,eksns,2013,142
49905069,梦茜枝,男,1,地质学类地质学,杨振宁理学院,35602905382,ffjtd,2012,b55
49930680,雅力岩,女,15,资源环境与城乡规划管理,新东方厨师学校,15947245962,mefew,2001,cc2
49974228,春乐唐,女,12,光电信息工程,李政道学院,95140648601,zajtt,2001,237
50084097,丽柔颖,女,12,集成电路设计与集成系统,杨振宁理学院,27750598182,pkerg,2014,47a
50179786,汤朱乐,男,7,光电信息工程,中国科学院,31825170218,dprgu,2014,a22
50216770,苏亚静,男,5,地理信息科学与技术,篮翔智能研究院,46830580315,xwkda,2000,c52
50339216,岩丽霄,女,3,电气工程及其自动化,杨振宁理学院,21161161754,iadil,2001,947
50373860,珍芸环,女,15,地理信息科学与技术,杨振宁理学院,71921172801,atzwa,2010,158
50458864,华瑶余,女,8,地质学类地质学,中国科学院,35396098947,ehhdt,2008,626
50527251,梦云安,男,19,光电信息工程,挖掘机研究所,81218339040,cvumf,2001,78c
50554965,华安君,女,5,地理信息系统,李政道学院,86590696682,lpyxc,2019,456
50562929,颖东东,女,6,光源与照明,新东方培训学校,24545297771,yebyo,2007,a25
50887847,娴涛奚,女,19,电子信息工程,新东方培训学校,93074654629,yjfzc,2016,982
50921140,方永秀,女,6,自动化,中国科学院,86144359184,qjoat,2001,b97
51046123,邹达福,男,8,地理信息系统,新东方厨师学校,40832854429,lnynx,2002,341
51208835,姣钱莲,男,7,电气工程与自动化,新东方培训学校,77685430794,yyefs,2014,554
51248204,娜费怡,女,10,资源环境与城乡规划管理,中国科学院,35582127449,eqecx,2015,b19
51267634,韩孔芝,女,3,集成电路设计与集成系统,篮翔智能研究院,36153328575,vomwp,2020,886
51312785,水宜勇,女,2,通信工程,新东方厨师学校,22229993474,excop,2000,645
51347873,萧才颖,女,6,生物医学工程,篮翔智能研究院,83478116433,tijrf,2016,939
51401339,琳莺姣,男,1,资源环境与城乡规划管理,篮翔智能研究院,87885822522,ifdxk,2017,6b9
51590306,璧水菊,女,16,电气工程及其自动化,中国科学院,76694979843,qhpeo,2003,8b3
51603048,吴汤雅,男,9,集成电路设计与集成系统,挖掘机研究所,76135740256,ajvvf,2018,c98
51629982,思秀娜,女,9,资源环境与城乡规划管理,新东方培训学校,73910408599,tgfzv,2010,9bc
51640016,福窦辉,女,13,自动化,新东方培训学校,45340342376,jxakb,2013,387
51801022,珊英湛,男,5,光电信息工程,杨振宁理学院,28258489602,asraj,2005,894
51804786,凡静明,男,15,电气工程与自动化,新东方厨师学校,16505745749,wvnqw,2015,5bc
51839230,李霭枝,男,14,电气工程及其自动化,新东方培训学校,24392616253,vrcra,2000,78b
51994847,唐时谢,男,15,自动化,李政道学院,27949570291,dlsul,2000,6c3
52445676,刚勇郎,男,9,自动化,李政道学院,32050546458,dfckc,2018,843
52467296,全雷婷,男,10,光电信息工程,李政道学院,82008936575,uzopn,2013,617
52594436,欢茜璐,女,4,地质学类地质学,杨振宁理学院,61421824050,xrijn,2019,b4a
52619003,戚祥雷,男,19,自动化,挖掘机研究所,81655783277,rmkcy,2002,917
52670889,韦邬凤,男,16,信息工程,篮翔智能研究院,72519897419,bhxss,2010,2c8
52692111,香荷卞,女,8,光电信息工程,中国科学院,47253290115,zhpxc,2007,c28
52694570,贺丽郑,女,10,光电信息工程,李政道学院,97349058378,somov,2020,185
52885803,陈莺任,男,13,电气工程及其自动化,新东方厨师学校,85500814026,scszw,2007,ac2
52906194,梅香佳,男,4,自动化,挖掘机研究所,83350513871,brdyo,2003,b95
53027320,素雪姣,女,1,天文学类天文学,杨振宁理学院,97500549276,nixfe,2002,44b
53432289,雁茂蓉,女,1,电气工程与自动化,新东方厨师学校,30098718890,xgqgx,2019,317
53480884,施婵达,女,7,集成电路设计与集成系统,新东方培训学校,68269957494,kwmfh,2017,692
53628421,勇才筠,男,8,电气工程及其自动化,杨振宁理学院,72729270298,zxnys,2020,851
53687397,皮岚玲,男,19,电子科学与技术,挖掘机研究所,61623701056,jrczh,2017,887
53773994,保育飘,男,17,电气工程及其自动化,新东方培训学校,60812755344,nmdhq,2010,a3b
53881363,廉梅平,女,1,地理信息系统,杨振宁理学院,69589704156,szrbi,2001,351
53929860,中贵蓓,男,9,电气工程与自动化,杨振宁理学院,67330900617,sckfu,2006,a78
54065538,胜育亚,男,17,影视艺术技术,杨振宁理学院,41810699541,alims,2009,873
54106510,吴郑丽,女,16,网络工程,李政道学院,23228526055,slxdb,2007,8b5
54135394,娅瑾竹,男,7,网络工程,李政道学院,37090544763,krjil,2000,582
54397956,云秀廉,女,19,地理科学类地理科学,李政道学院,45323023031,wfmvj,2012,ba6
54432267,真海姜,男,5,生物医学工程,新东方培训学校,31728447215,hwfhh,2008,c52
54448842,美安香,男,4,软件工程,挖掘机研究所,73063638897,cpgqx,2017,665
54586464,环鲁珍,女,10,电气工程及其自动化,新东方培训学校,10551840774,fwodc,2010,1c4
54593550,兴梦生,男,11,影视艺术技术,中国科学院,97412011772,qpoqd,2018,8bc
54634549,苑花馥,男,1,资源环境与城乡规划管理,杨振宁理学院,18504912093,unjse,2008,cb2
54642874,安露瑾,女,19,信息工程,新东方培训学校,31781858832,hwxhk,2004,31c
54834236,可周卫,男,7,地质学类地质学,新东方培训学校,81212162499,sykco,2018,618
55156661,窦菊珊,女,9,天文学类天文学,中国科学院,28920379029,labex,2002,7b9
55176029,静吴力,男,12,电子信息工程,杨振宁理学院,65952215916,zwdho,2013,27b
55257387,发乐吴,男,4,资源环境与城乡规划管理,杨振宁理学院,65399628352,qozcy,2018,145
55269332,良育姚,女,2,集成电路设计与集成系统,挖掘机研究所,86132906446,wzkrb,2015,b46
55299453,安娟丹,女,1,地质学类地质学,新东方培训学校,28573419372,frtco,2013,379
55588131,寒戚玉,男,17,地理科学类地理科学,新东方培训学校,89617623510,ixjzu,2006,562
55662836,方曹妍,女,13,计算机科学与技术,新东方厨师学校,72701525448,dnomf,2020,92b
55902390,娅霞玲,男,4,资源环境与城乡规划管理,李政道学院,57372263461,hxbkm,2013,cb3
55906349,娜珊尹,男,7,天文学类天文学,新东方培训学校,87002585686,ueyoq,2002,65c
55978711,卜辉苗,男,15,资源环境与城乡规划管理,杨振宁理学院,10071995909,kktit,2014,28b
56043928,嘉余荣,女,6,生物医学工程,新东方培训学校,96282517549,rlfin,2004,778
56174344,方蓓狄,男,14,地理信息系统,李政道学院,55386843504,flewf,2018,833
56175198,军莉荣,女,12,电气工程及其自动化,挖掘机研究所,42075317808,wftng,2011,323
56199984,汤媛雷,女,15,天文学类天文学,李政道学院,13289166831,oqfwt,2019,5b1
56211126,黄张芝,男,19,地质学类地质学,新东方培训学校,19204198728,qbpnw,2005,837
56214245,祁施菲,男,12,生物医学工程,中国科学院,31327580311,tflqo,2005,94c
56232670,琦云苏,男,5,网络工程,中国科学院,77898564910,lidir,2009,99b
56292189,滕娅安,男,12,光源与照明,中国科学院,42389762346,wvypc,2003,a68
56324839,东菁燕,男,8,通信工程,杨振宁理学院,90552974570,glbpo,2017,15b
56626936,花康张,女,3,光源与照明,新东方培训学校,24436083808,pjabu,2016,72c
56732246,倪秦明,男,6,自动化,李政道学院,61011892476,cpkyg,2002,c79
56839994,戚嘉傅,女,6,地理信息系统,挖掘机研究所,72112053625,yhbxf,2014,86c
57127973,力瑾邵,女,16,信息显示与光电技术,新东方厨师学校,91582976745,jecev,2019,cc8
57128329,姬晓尹,女,4,地理信息系统,挖掘机研究所,78671071067,szpvi,2010,53a
57129079,伍翠荔,女,1,光电信息工程,中国科学院,65845223136,sokgl,2012,145
57130411,顺蒋芳,男,5,计算机科学与技术,新东方厨师学校,43080693150,tbolq,2011,53a
57174281,志谢贵,男,16,计算机科学与技术,杨振宁理学院,23291257961,eekmk,2003,b68
57262631,昌华齐,女,3,天文学类天文学,李政道学院,13558383525,lnaqu,2006,c13
57403427,枝柳仪,女,8,计算机科学与技术,李政道学院,79462105280,dequf,2014,5c1
57467601,米祁生,女,19,地理信息系统,篮翔智能研究院,91818037891,hnfsc,2003,ca7
57536412,冯倩荔,女,19,生物医学工程,篮翔智能研究院,43814930721,olsoz,2005,47c
57645959,可海金,女,10,地球化学,李政道学院,20194604092,ywkul,2008,2c6
57675282,皮义葛,女,17,资源环境与城乡规划管理,新东方厨师学校,12167923544,yvudw,2002,683
57708863,中尹秀,男,17,通信工程,李政道学院,78144856730,tqfsw,2006,1a6
57716178,颖柳子,男,9,集成电路设计与集成系统,新东方培训学校,48126891165,almlx,2018,6c4
57723796,顺傅可,女,11,影视艺术技术,新东方厨师学校,29466098065,cygrw,2007,758
57807334,和洁凝,女,17,地球化学,杨振宁理学院,64678990026,hfofx,2020,22c
57832846,廉琴黄,男,9,生物医学工程,中国科学院,84110602358,ooalj,2005,286
57881587,淑杰袁,男,2,电气工程及其自动化,挖掘机研究所,21257416337,kxlsu,2005,338
57938464,璧菁柔,男,7,地理科学类地理科学,新东方培训学校,75101405498,uxjtk,2010,496
58031068,余婵滕,男,6,自动化,中国科学院,16587105761,tuqht,2012,48c
58108166,洁霭章,男,15,光电信息工程,新东方厨师学校,68580490905,zrrck,2002,445
58109605,孟滢伊,男,17,网络工程,挖掘机研究所,24787733905,mekrw,2013,9c9
58206058,和俊辉,女,3,信息显示与光电技术,新东方培训学校,53915841771,lpykw,2005,c9a
58226211,袁瑾米,男,5,网络工程,篮翔智能研究院,14078760959,vgwml,2015,8a2
58310869,窦保袁,女,6,电子信息工程,新东方培训学校,71151263764,pyfxu,2014,885
58377552,妹傅姜,女,14,天文学类天文学,新东方厨师学校,92474677125,scrts,2001,c47
58497730,鲍飘廉,男,1,电气工程及其自动化,杨振宁理学院,28522879650,wedfs,2004,1a4
58715726,殷青罗,女,2,地球化学,中国科学院,85321757267,trtcg,2016,919
58778511,茂凤倩,女,13,电气工程及其自动化,杨振宁理学院,51889495056,tkyec,2010,1a8
58814042,莲珍陈,男,4,生物医学工程,挖掘机研究所,79982032464,czvba,2004,5c3
58837595,勇沈文,男,6,天文学类天文学,李政道学院,42274512530,lrtnn,2010,24a
58875260,媛宁利,男,5,通信工程,杨振宁理学院,85464491940,ihbji,2014,85b
58916202,孔贵潘,男,2,信息显示与光电技术,篮翔智能研究院,17931748888,bhnle,2013,487
59332364,爱褚美,男,2,资源环境与城乡规划管理,新东方厨师学校,94842905168,amsdh,2007,7aa
59552357,琦东莺,男,13,地理科学类地理科学,新东方培训学校,32167497095,lhoik,2003,ac5
59582292,秋生祁,男,9,地理科学类地理科学,挖掘机研究所,87813542854,gpcze,2009,5ca
59626708,臧卫鲍,女,19,通信工程,篮翔智能研究院,52554882681,euwfk,2018,188
59738083,信卫春,女,11,生物医学工程,杨振宁理学院,82104803652,ftbyy,2002,938
59758137,菁光桂,女,1,天文学类天文学,新东方培训学校,74390442969,xyuae,2001,a81
59794196,武婵章,男,10,资源环境与城乡规划管理,篮翔智能研究院,13006553526,karsb,2000,115
59864404,袁荷莺,男,6,电气工程与自动化,杨振宁理学院,67092139119,cwbvk,2018,637
60242465,雷曹康,男,17,光源与照明,新东方厨师学校,54103715240,yfnqy,2007,a9a
60337383,蕊袁丽,女,12,影视艺术技术,新东方培训学校,45072856978,smszs,2017,238
60361258,雷金蕊,女,19,光电信息工程,李政道学院,91410988518,muewo,2007,6a5
60458166,婷常中,女,17,通信工程,李政道学院,31602703667,hsicw,2007,2aa
60582489,兴胜李,女,9,电子科学与技术,篮翔智能研究院,10919545858,srtyb,2018,c93
60649248,费全岚,女,17,信息工程,挖掘机研究所,86390530015,aawma,2012,689
60669270,冯云育,男,1,信息显示与光电技术,杨振宁理学院,83847447356,dafgp,2020,166
60794309,琳仁东,男,10,信息工程,杨振宁理学院,65873355346,mgxep,2003,435
60794732,涛唐袁,女,6,地质学类地质学,李政道学院,62835714863,xfzuu,2006,385
60829401,滢英元,女,6,软件工程,中国科学院,32433879919,foqgb,2017,b8c
60980724,淑秀明,男,3,地质学类地质学,篮翔智能研究院,12551843764,mzpke,2019,3a4
61181092,光菊筠,男,13,网络工程,李政道学院,78520132054,jsykf,2019,61c
61186944,于蕊颖,男,12,天文学类天文学,新东方厨师学校,58734186954,vfzgv,2001,13a
61372203,陈祥苑,女,6,生物医学工程,新东方厨师学校,81650924652,afbkq,2001,13c
61555733,花武琴,男,13,信息显示与光电技术,新东方厨师学校,90747587330,bxviv,2019,255
61613571,岩峰周,女,10,影视艺术技术,李政道学院,57836339908,wmyji,2001,895
61663862,嘉瑞霞,男,4,地理信息科学与技术,新东方厨师学校,40219979599,dhcof,2020,123
61878620,涛保时,男,19,自动化,杨振宁理学院,49491990831,ctwqo,2007,656
61880294,梦祁梦,女,11,天文学类天文学,新东方培训学校,56488564472,gwfbb,2019,312
61907349,琳严茂,男,14,地球化学,新东方培训学校,36051893838,mgiud,2012,853
62029499,真乐琼,男,19,电气工程及其自动化,新东方厨师学校,69178057719,jqhdj,2002,424
62064473,方安茂,女,14,信息工程,李政道学院,40502876056,ubmkz,2013,961
62066413,倩莲中,男,3,信息显示与光电技术,挖掘机研究所,86398363809,jzlqk,2013,7a8
62096002,环晶姚,男,4,地理信息科学与技术,挖掘机研究所,88939619900,idifd,2005,767
62150315,达常玉,男,12,电子信息工程,篮翔智能研究院,68440167608,uocvp,2016,9b8
62309298,雷福珍,男,15,集成电路设计与集成系统,中国科学院,43699257948,hsvib,2005,5a1
62334190,凡锦昌,男,4,计算机科学与技术,新东方培训学校,13311317705,uxdck,2013,44c
62361202,倩璐琦,女,3,电气工程及其自动化,新东方厨师学校,52282731471,txajs,2001,959
62466563,褚琴薇,女,13,计算机科学与技术,李政道学院,62427623036,vjnvh,2016,529
62472196,淑珊宁,女,17,信息显示与光电技术,李政道学院,35175908158,plinb,2001,a89
62502067,唐瑾珠,女,12,光源与照明,新东方厨师学校,80309976621,rcrdq,2017,693
62521358,康慧伍,女,3,电气工程及其自动化,杨振宁理学院,40878596506,ceanm,2019,3b1
62932771,晓星昌,男,4,计算机科学与技术,篮翔智能研究院,23975847239,ycoao,2018,976
62989772,蒋丽义,男,17,生物医学工程,挖掘机研究所,12504835455,nlghd,2019,3ba
63027781,杰许苑,女,9,生物医学工程,中国科学院,25770305127,mjpfn,2007,16a
63080038,柳仪春,男,8,地理科学类地理科学,新东方培训学校,21086077129,uxnee,2003,2cc
